Common_Name,Family,Diameter_Breast_Height,Age_Description
Manuka,Myrtaceae,,
Red maple,Sapindaceae,,
River red gum,Myrtaceae,,
Coastal Banksia,Proteaceae,,
Brush Box,Myrtaceae,33,Semi-Mature
Ironbark,Myrtaceae,,
Japanese Zelkova,Ulmaceae,17,Semi-Mature
River red gum,Myrtaceae,18,Semi-Mature
Red Box,Myrtaceae,,
Silver Banksia,Proteaceae,,
Purple-leafed Cherry Plum,Rosaceae,,
Elm,Ulmaceae,83,Mature
Golden Wattle,Fabaceae,,
Japanese Zelkova,Ulmaceae,,
Chinaberry Tree,Meliaceae,13,Semi-Mature
Variegated Elm,Ulmaceae,38,Semi-Mature
Yellow Gum,Myrtaceae,,
London Plane,Platanaceae,53,Mature
Black Wattle,Fabaceae,,
Boobialla,Scrophulariaceae,,
Swamp Sheoak,Casuarinaceae,,
Ash,Oleaceae,66,Mature
London Plane,Platanaceae,51,Mature
Ovens Wattle,Fabaceae,57,Mature
Yellow Box,Myrtaceae,,
UNKNOWN,UNKNOWN,,
English Elm,Ulmaceae,,
Drooping sheoak,Casuarinaceae,,
Algerian Oak,Fagaceae,,
Red Oak,Fagaceae,,
English Elm,Ulmaceae,90,Mature
Yellow Box,Myrtaceae,,
Coastal Banksia,Proteaceae,10,Juvenile
Golden Spray,Fabaceae,,
River red gum,Myrtaceae,18,Semi-Mature
London Plane,Platanaceae,23,Semi-Mature
Lightwood Wattle,Fabaceae,,
Brush Box,Myrtaceae,78,Mature
Black Wattle,Fabaceae,,
Black She Oak,Casuarinaceae,,
River Sheoak,Casuarinaceae,,
Ironbark,Myrtaceae,,
Crows Nest Poplar,Salicaceae,,
River red gum,Myrtaceae,,
English Elm,Ulmaceae,79,Over-mature
Spotted Gum,Myrtaceae,,
Swamp Sheoak,Casuarinaceae,,
Snow-in-Summer,Myrtaceae,61,Mature
Wirilda,Fabaceae,,
Brush Box,Myrtaceae,39,Mature
London Plane,Platanaceae,53,Mature
Black Wattle,Fabaceae,,
Black Wattle,Fabaceae,,
English Elm,Ulmaceae,90,Mature
Sugar gum,Myrtaceae,,
Black Wattle,Fabaceae,,
Brush Box,Myrtaceae,41,Mature
Sweet Bursaria,Pittosporaceae,,
Boobialla,Scrophulariaceae,,
London Plane,Platanaceae,,
Silver Wattle,Fabaceae,,
Black Wattle,Fabaceae,,
Drooping sheoak,Casuarinaceae,,
Tasmainian Blue Gum,Myrtaceae,,
Green Vase,Ulmaceae,,
Black Wattle,Fabaceae,,
Yellow Box,Myrtaceae,,
English Elm,Ulmaceae,74,Mature
River red gum,Myrtaceae,,
Cabbage Tree,Asparagaceae,,
Brush Box,Myrtaceae,69,Mature
River red gum,Myrtaceae,,
River red gum,Myrtaceae,,
Spotted Gum,Myrtaceae,13,Juvenile
Unknown,Salicaceae,13,Semi-Mature
Lemon Scented Gum,Myrtaceae,4,New
Silky Oak,Proteaceae,,
London Plane,Platanaceae,68,Mature
Canary Island Pine,Pinaceae,62,Mature
Moreton Bay Fig,Moraceae,131,Mature
Spotted Gum,Myrtaceae,,
Yellow Box,Myrtaceae,,
Silver Banksia,Proteaceae,,
River red gum,Myrtaceae,,
London Plane,Platanaceae,49,Mature
Red Flowering Yellow Gum,Myrtaceae,,
London Plane,Platanaceae,42,Mature
Moonah,Myrtaceae,,
Bald Island marlock,Myrtaceae,,
Red Box,Myrtaceae,,
River Sheoak,Casuarinaceae,28,Semi-Mature
River red gum,Myrtaceae,,
London Plane,Platanaceae,56,Mature
London Plane,Platanaceae,18,Semi-Mature
Candlebark,Myrtaceae,,
River Sheoak,Casuarinaceae,24,Semi-Mature
Privet,Oleaceae,,
Silky Oak,Proteaceae,44,Mature
Manuka,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
River red gum,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Oleander,Apocynaceae,,
Yellow Box,Myrtaceae,,
London Plane,Platanaceae,5,New
London Plane,Platanaceae,70,Mature
Huntingdon Elm,Ulmaceae,48,Mature
Spotted Gum,Myrtaceae,,
Yellow Box,Myrtaceae,,
European Olive,Oleaceae,,
UNKNOWN,UNKNOWN,,
UNKNOWN,UNKNOWN,,
Flame Tree,Malvaceae,,
Callery Pear,Rosaceae,12,Semi-Mature
Wych Elm,Ulmaceae,92,Mature
Apple,Rosaceae,7,Semi-Mature
London Plane,Platanaceae,,
Flame Tree,Malvaceae,,
Spotted Gum,Myrtaceae,,
London Plane,Platanaceae,43,Mature
Kanooka,Myrtaceae,6,Juvenile
Smooth-barked apple,Myrtaceae,,
Silver Banksia,Proteaceae,,
Yellow Box,Myrtaceae,,
River Sheoak,Casuarinaceae,,
River red gum,Myrtaceae,,
Lemon Scented Gum,Myrtaceae,,
London Plane,Platanaceae,18,Semi-Mature
River red gum,Myrtaceae,,
Wirilda,Fabaceae,,
London Plane,Platanaceae,,
Spotted Gum,Myrtaceae,26,Semi-Mature
Silver Banksia,Proteaceae,,
English Elm,Ulmaceae,10,Juvenile
Drooping sheoak,Casuarinaceae,,
Red Box,Myrtaceae,,
Chanticleer Pear,Rosaceae,,
Silver linden,Malvaceae,,
Japanese Zelkova,Ulmaceae,,
English Oak,Fagaceae,53,Mature
River red gum,Myrtaceae,,
Maidenhair Tree,Ginkgoaceae,,
English Elm,Ulmaceae,,
Moreton Bay Fig,Moraceae,114,Mature
`Rosea¿ Red Ironbark,Myrtaceae,,
Silver Wattle,Fabaceae,,
London Plane,Platanaceae,60,Mature
River red gum,Myrtaceae,,
Spotted Gum,Myrtaceae,4,Juvenile
English Elm,Ulmaceae,129,Mature
Wirilda,Fabaceae,,
River red gum,Myrtaceae,,
Yellow Gum,Myrtaceae,,
River red gum,Myrtaceae,,
Kanooka,Myrtaceae,,
Canary Island Pine,Pinaceae,71,Mature
Red Box,Myrtaceae,,
Elm,Ulmaceae,68,Mature
River red gum,Myrtaceae,,
Yellow Box,Myrtaceae,,
Golden Wattle,Fabaceae,,
Drooping sheoak,Casuarinaceae,,
Callery Pear,Rosaceae,,
London Plane,Platanaceae,8,Juvenile
Chinaberry Tree,Meliaceae,,
Black She Oak,Casuarinaceae,,
Canary Island Date Palm,Arecaceae,80,Mature
Elm,Ulmaceae,,
Lightwood Wattle,Fabaceae,,
Freeman Maple,Sapindaceae,,
Drooping sheoak,Casuarinaceae,,
Yellow Gum,Myrtaceae,,
Black Wattle,Fabaceae,4,New
Holm Oak,Fagaceae,75,Mature
Silky Oak,Proteaceae,,
Japanese Zelkova,Ulmaceae,,
River red gum,Myrtaceae,,
Spotted Gum,Myrtaceae,54,Mature
London Plane,Platanaceae,,
Australian Frangipani,Pittosporaceae,,
Prickly Paperbark,Myrtaceae,59,Mature
Moreton Bay Fig,Moraceae,188,Mature
Ironbark,Myrtaceae,25,Semi-Mature
London Plane,Platanaceae,15,Juvenile
Canary Island Date Palm,Arecaceae,,
River red gum,Myrtaceae,,
Peppercorn Tree,Anacardiaceae,,
Sweet Bursaria,Pittosporaceae,,
London Plane,Platanaceae,20,Semi-Mature
Lemon Scented Gum,Myrtaceae,,
Moreton Bay Fig,Moraceae,238,Mature
River red gum,Myrtaceae,,
Gum,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Drooping sheoak,Casuarinaceae,,
Blueberry ash,Elaeocarpaceae,,
River red gum,Myrtaceae,14,Semi-Mature
Lightwood Wattle,Fabaceae,,
Moreton Bay Fig,Moraceae,126,Mature
River red gum,Myrtaceae,,
Willow Gum,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Argyle apple,Myrtaceae,31,Semi-Mature
Callistemon Kings Park Special,Myrtaceae,,
Sugar gum,Myrtaceae,,
`Rosea¿ Red Ironbark,Myrtaceae,,
London Plane,Platanaceae,22,Semi-Mature
Puriri,Lamiaceae,,
Yellow Box,Myrtaceae,,
Moreton Bay Fig,Moraceae,69,Semi-Mature
Manchurian Pear,Rosaceae,,
River Sheoak,Casuarinaceae,,
London Plane,Platanaceae,52,Mature
Spotted Gum,Myrtaceae,26,Semi-Mature
Chinaberry Tree,Meliaceae,,
Drooping sheoak,Casuarinaceae,,
Yellow Gum,Myrtaceae,,
Elm,Ulmaceae,85,Mature
Lemon Scented Gum,Myrtaceae,3,New
Mutton-Wood,Primulaceae,,
Flooded gum,Myrtaceae,,
Holm Oak,Fagaceae,,
London Plane,Platanaceae,44,Mature
English Elm,Ulmaceae,61,Mature
Canary Island Date Palm,Arecaceae,,
Norwegian Sunset Maple,Sapindaceae,1,New
London Plane,Platanaceae,,
Yellow Gum,Myrtaceae,,
Toromeo,Moraceae,5,Juvenile
River red gum,Myrtaceae,,
Wirilda,Fabaceae,,
River red gum,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Willow Bottlebrush,Myrtaceae,,
Yellow Box,Myrtaceae,,
River red gum,Myrtaceae,,
Red Box,Myrtaceae,,
Manchurian Pear,Rosaceae,,
River red gum,Myrtaceae,,
Sugar gum,Myrtaceae,,
Smooth-barked apple,Myrtaceae,,
River red gum,Myrtaceae,,
Chinese Pistachio,Anacardiaceae,,
Camphor Laurel,Lauraceae,14,Juvenile
Bald Island marlock,Myrtaceae,,
Sweet Bursaria,Pittosporaceae,,
River red gum,Myrtaceae,,
London Plane,Platanaceae,47,Mature
Smooth-barked apple,Myrtaceae,,
English Elm,Ulmaceae,9,Juvenile
Wilga,Rutaceae,,
Black Wattle,Fabaceae,,
Kanooka,Myrtaceae,,
Yellow Gum,Myrtaceae,,
Manna Gum,Myrtaceae,,
Unknown,Myrtaceae,,
Chinese Elm,Ulmaceae,5,Juvenile
Sheoak,Casuarinaceae,,
Moreton Bay Fig,Moraceae,,
River red gum,Myrtaceae,,
Red Pokers,Proteaceae,,
Yellow Box,Myrtaceae,,
Sweet Bursaria,Pittosporaceae,,
Yellow Box,Myrtaceae,,
Crepe Myrtle,Lythraceae,,
River red gum,Myrtaceae,,
English Elm,Ulmaceae,,
Drooping sheoak,Casuarinaceae,,
Peppercorn Tree,Anacardiaceae,32,Semi-Mature
Black She Oak,Casuarinaceae,57,Semi-Mature
London Plane,Platanaceae,31,Semi-Mature
River red gum,Myrtaceae,,
River red gum,Myrtaceae,,
Moreton Bay Fig,Moraceae,82,Mature
Silver Banksia,Proteaceae,,
London Plane,Platanaceae,26,Semi-Mature
English Elm,Ulmaceae,,
Yellow Gum,Myrtaceae,6,Juvenile
Red Oak,Fagaceae,4,Juvenile
Desert Ash,Oleaceae,,
Unknown,Myrtaceae,,
Yellow Box,Myrtaceae,,
Chinaberry Tree,Meliaceae,31,Semi-Mature
Brush Box,Myrtaceae,37,Mature
Monterey Pine,Pinaceae,98,Mature
Small-leaved Linden,Malvaceae,,
Kanooka,Myrtaceae,,
Yellow Box,Myrtaceae,,
Gum,Myrtaceae,,
River red gum,Myrtaceae,,
River red gum,Myrtaceae,,
Yellow Box,Myrtaceae,,
Smooth-barked apple,Myrtaceae,16,Juvenile
Golden Elm,Ulmaceae,,
London Plane,Platanaceae,14,Semi-Mature
Port Jackson or Rusty Fig,Moraceae,,
Lemon Scented Gum,Myrtaceae,,
Lemon Scented Gum,Myrtaceae,,
Kurrajong,Malvaceae,26,Semi-Mature
Spotted Gum,Myrtaceae,28,Semi-Mature
Elm,Ulmaceae,71,Mature
Golden Wattle,Fabaceae,,
English Elm,Ulmaceae,140,Mature
Sweet Bursaria,Pittosporaceae,,
Golden Wattle,Fabaceae,,
Drooping sheoak,Casuarinaceae,,
Prickly Paperbark,Myrtaceae,36,Semi-Mature
Golden Wattle,Fabaceae,,
Liquidamber or Sweet Gum,Altingiaceae,,
Swamp Gum,Myrtaceae,,
English Elm,Ulmaceae,39,Semi-Mature
Kanooka,Myrtaceae,,
River red gum,Myrtaceae,,
Willow Leaf Peppermint,Myrtaceae,,
White Cypress-pine,Cupressaceae,11,Juvenile
Desert Ash,Oleaceae,,
Large-fruited Yellow or Blue Gum,Myrtaceae,,
Queensland kauri pine,Araucariaceae,,
River Sheoak,Casuarinaceae,,
Elm,Ulmaceae,100,Mature
Golden Carolina Poplar,Salicaceae,58,Mature
Ironbark,Myrtaceae,,
Weaping Myall,Fabaceae,,
Coastal Banksia,Proteaceae,,
UNKNOWN,UNKNOWN,,
Blueberry ash,Elaeocarpaceae,,
Willow myrtle,Myrtaceae,,
Wirilda,Fabaceae,,
Black Wattle,Fabaceae,,
Liquidamber or Sweet Gum,Altingiaceae,13,Semi-Mature
Drooping sheoak,Casuarinaceae,,
Lemon Bottlebrush,Myrtaceae,,
London Plane,Platanaceae,18,Semi-Mature
Snow-in-Summer,Myrtaceae,50,Mature
River red gum,Myrtaceae,,
English Elm,Ulmaceae,68,Mature
Dutch Elm,Ulmaceae,18,Semi-Mature
Weeping Myrtle,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Drooping sheoak,Casuarinaceae,,
Swamp Gum,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Kurrajong,Malvaceae,,
River red gum,Myrtaceae,,
River red gum,Myrtaceae,19,Juvenile
Chinese Elm,Ulmaceae,24,Semi-Mature
River red gum,Myrtaceae,,
Stone Pine,Pinaceae,,
Smooth-barked apple,Myrtaceae,19,Semi-Mature
English Elm,Ulmaceae,101,Over-mature
European nettle tree,Cannabaceae,,
Brush Box,Myrtaceae,50,Mature
Lemon scented myrtle,Myrtaceae,,
Chinese Elm,Ulmaceae,,
Lemon Scented Gum,Myrtaceae,,
Yellow Gum,Myrtaceae,,
Elm,Ulmaceae,155,Mature
Tuckeroo,Sapindaceae,,
River red gum,Myrtaceae,,
River red gum,Myrtaceae,,
Bangalay,Myrtaceae,108,Mature
Black Wattle,Fabaceae,,
Queensland kauri pine,Araucariaceae,,
London Plane,Platanaceae,23,Semi-Mature
Queensland kauri pine,Araucariaceae,,
English Elm,Ulmaceae,72,Mature
Drooping sheoak,Casuarinaceae,,
Cyprus Plane,Platanaceae,52,Mature
English Elm,Ulmaceae,111,Mature
Red Box,Myrtaceae,,
Wilga,Rutaceae,,
River red gum,Myrtaceae,,
Silver Banksia,Proteaceae,,
Yellow Box,Myrtaceae,,
River red gum,Myrtaceae,,
River red gum,Myrtaceae,,
Willow Leaf Peppermint,Myrtaceae,,
Turkey Oak,Fagaceae,,
Sugar gum,Myrtaceae,,
Manna Gum,Myrtaceae,,
Honey locust,Fabaceae,,
River red gum,Myrtaceae,,
Dutch Elm,Ulmaceae,59,Over-mature
River red gum,Myrtaceae,,
Yellow Gum,Myrtaceae,6,Juvenile
English Elm,Ulmaceae,,
London Plane,Platanaceae,52,Mature
Flowering Gum,Myrtaceae,5,Juvenile
Pin Oak,Fagaceae,,
Small-leaved Linden,Malvaceae,,
River red gum,Myrtaceae,,
Variegated Chinese Privet,Oleaceae,,
River red gum,Myrtaceae,,
Hill¿s Weeping Fig,Moraceae,21,Semi-Mature
English Elm,Ulmaceae,136,Mature
London Plane,Platanaceae,30,Semi-Mature
Liquidamber or Sweet Gum,Altingiaceae,6,Juvenile
Drooping sheoak,Casuarinaceae,,
Yellow Box,Myrtaceae,,
Callery Pear,Rosaceae,,
Black Wattle,Fabaceae,,
Manuka,Myrtaceae,,
Yellow Box,Myrtaceae,,
Sugar gum,Myrtaceae,,
UNKNOWN,UNKNOWN,18,Semi-Mature
Norwegian Sunset Maple,Sapindaceae,2,New
Sheoak,Casuarinaceae,,
Elm,Ulmaceae,81,Mature
Weeping Bottlebrush,Myrtaceae,,
Black Wattle,Fabaceae,,
Sweet Bursaria,Pittosporaceae,,
Elm,Ulmaceae,92,Mature
Red Box,Myrtaceae,,
Elm,Ulmaceae,43,Semi-Mature
English Elm,Ulmaceae,54,Mature
River red gum,Myrtaceae,,
Kurrajong,Malvaceae,,
Spotted Gum,Myrtaceae,,
Kaffir Plum,Anacardiaceae,,
Drooping sheoak,Casuarinaceae,,
River red gum,Myrtaceae,,
Queensland kauri pine,Araucariaceae,,
London Plane,Platanaceae,31,Semi-Mature
Yellow Box,Myrtaceae,,
River red gum,Myrtaceae,,
Crepe Myrtle,Lythraceae,,
London Plane,Platanaceae,23,Semi-Mature
Grey Sheoak,Casuarinaceae,,
London Plane,Platanaceae,33,Semi-Mature
Japanese Zelkova,Ulmaceae,5,Juvenile
Dutch Elm,Ulmaceae,32,Semi-Mature
Smooth-barked apple,Myrtaceae,15,Semi-Mature
River Sheoak,Casuarinaceae,,
swamp paperbark,Myrtaceae,,
Smooth-barked apple,Myrtaceae,10,Juvenile
Canary Island Pine,Pinaceae,72,Mature
Manuka,Myrtaceae,,
Chinaberry Tree,Meliaceae,29,Semi-Mature
Flooded gum,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Lemon Scented Gum,Myrtaceae,,
Lightwood Wattle,Fabaceae,,
Golden Honeylocust,Fabaceae,,
Drooping sheoak,Casuarinaceae,25,Semi-Mature
Sugar gum,Myrtaceae,,
Urbanite Ash,Oleaceae,,
Manchurian Pear,Rosaceae,,
Smooth-barked apple,Myrtaceae,,
Swamp Sheoak,Casuarinaceae,,
Spotted Gum,Myrtaceae,,
River red gum,Myrtaceae,,
Yellow Box,Myrtaceae,,
Weeping Myrtle,Myrtaceae,,
Manna Gum,Myrtaceae,,
London Plane,Platanaceae,22,Semi-Mature
London Plane,Platanaceae,37,Semi-Mature
Firewheel Tree,Proteaceae,,
River red gum,Myrtaceae,,
Red Ash,Oleaceae,,
English Elm,Ulmaceae,,
Ivy curl,Proteaceae,,
Yellow Box,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Yellow Gum,Myrtaceae,,
Spotted Gum,Myrtaceae,37,Semi-Mature
Grey Sheoak,Casuarinaceae,,
Wandoo,Myrtaceae,,
Spotted Gum,Myrtaceae,,
Gum,Myrtaceae,,
Queensland kauri pine,Araucariaceae,,
Luscious Water Gum,Myrtaceae,,
Desert Ash,Oleaceae,,
River red gum,Myrtaceae,,
Yellow Box,Myrtaceae,,
Sweet Bursaria,Pittosporaceae,,
English Elm,Ulmaceae,91,Mature
Peppercorn Tree,Anacardiaceae,49,Mature
River red gum,Myrtaceae,39,Mature
Dwarf Apple Myrtle,Myrtaceae,,
Lightwood Wattle,Fabaceae,,
Yellow Box,Myrtaceae,,
Red Pokers,Proteaceae,,
Cabbage Tree,Asparagaceae,,
River red gum,Myrtaceae,,
Black Wattle,Fabaceae,5,Semi-Mature
Spotted Gum,Myrtaceae,18,Semi-Mature
Smooth-barked apple,Myrtaceae,,
River red gum,Myrtaceae,,
Dutch Elm,Ulmaceae,20,Semi-Mature
Bismarck Palm,Arecaceae,,
Lemon Bottlebrush,Myrtaceae,,
Silver Wattle,Fabaceae,,
Canary Island Pine,Pinaceae,61,Mature
English Elm,Ulmaceae,15,Semi-Mature
Japanese Zelkova,Ulmaceae,,
Japanese Zelkova,Ulmaceae,16,Semi-Mature
Pin Oak,Fagaceae,72,Mature
Oleander,Apocynaceae,0,Semi-Mature
Spotted Gum,Myrtaceae,,
Brush Cherry,Myrtaceae,,
Chinese Pistachio,Anacardiaceae,,
Tulip Tree,Magnoliaceae,8,Juvenile
River red gum,Myrtaceae,,
Swamp Sheoak,Casuarinaceae,,
Large-fruited Yellow or Blue Gum,Myrtaceae,4,Juvenile
Drooping sheoak,Casuarinaceae,,
Yellow Box,Myrtaceae,,
Black Locust or False Acacia,Fabaceae,28,Semi-Mature
Chinese Elm,Ulmaceae,21,Semi-Mature
Elm,Ulmaceae,,
London Plane,Platanaceae,33,Semi-Mature
Sydney Blue Gum,Myrtaceae,45,Semi-Mature
Norfolk Island Pine,Araucariaceae,,
Red Box,Myrtaceae,15,Semi-Mature
Yellow Box,Myrtaceae,,
English Elm,Ulmaceae,,
Prickly Paperbark,Myrtaceae,,
London Plane,Platanaceae,14,Juvenile
Flinders Range Wattle,Fabaceae,,
Silver Birch,Betulaceae,11,Juvenile
Spotted Gum,Myrtaceae,,
Yellow Box,Myrtaceae,,
Kanooka,Myrtaceae,,
Small-leaved Linden,Malvaceae,9,Juvenile
`Rosea¿ Red Ironbark,Myrtaceae,,
Silky Oak,Proteaceae,,
Yellow Box,Myrtaceae,,
English Elm,Ulmaceae,,
Red Box,Myrtaceae,,
Japanese Zelkova,Ulmaceae,5,New
River Sheoak,Casuarinaceae,,
Yellow Box,Myrtaceae,1,Juvenile
Golden Rain Tree,Sapindaceae,,
Jacaranda,Bignoniaceae,13,Juvenile
Golden Honeylocust,Fabaceae,18,Semi-Mature
River red gum,Myrtaceae,,
Moreton Bay Fig,Moraceae,,
Spotted Gum,Myrtaceae,39,Mature
Kanooka,Myrtaceae,10,Juvenile
Spotted Gum,Myrtaceae,,
Cyprus Plane,Platanaceae,53,Mature
Yellow Box,Myrtaceae,,
UNKNOWN,UNKNOWN,,
English Elm,Ulmaceae,5,Juvenile
Wilga,Rutaceae,,
Golden Wattle,Fabaceae,,
Flowering Gum,Myrtaceae,5,New
Silver Wattle,Fabaceae,,
Southern Magnolia,Magnoliaceae,,
Bismarck Palm,Arecaceae,,
Large-fruited Yellow or Blue Gum,Myrtaceae,5,Juvenile
Willow Gum,Myrtaceae,,
Sweet Bursaria,Pittosporaceae,,
Lightwood Wattle,Fabaceae,,
Willow Bottlebrush,Myrtaceae,,
Flinders Range Wattle,Fabaceae,,
New South Wales Christmas bush,Cunoniaceae,,
London Plane,Platanaceae,16,Semi-Mature
River red gum,Myrtaceae,,
Hill¿s Weeping Fig,Moraceae,,
Yellow Box,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Manchurian Pear,Rosaceae,,
Swamp or Bald Cypress,Cupressaceae,143,Mature
Red Flowering Yellow Gum,Myrtaceae,,
River red gum,Myrtaceae,,
Spotted Gum,Myrtaceae,13,Semi-Mature
Firewheel Tree,Proteaceae,6,Juvenile
Drooping sheoak,Casuarinaceae,,
Sapporo Autumn Gold Elm,Ulmaceae,,
Drooping sheoak,Casuarinaceae,,
Golden Wreath Wattle,Fabaceae,,
Drooping sheoak,Casuarinaceae,,
Blueberry ash,Elaeocarpaceae,,
Moptop,Fabaceae,25,Mature
River Sheoak,Casuarinaceae,,
Black Wattle,Fabaceae,,
Huntingdon Elm,Ulmaceae,97,Mature
Evergreen Ash,Oleaceae,,
Ironbark,Myrtaceae,,
Cyprus Plane,Platanaceae,41,Semi-Mature
Kanooka,Myrtaceae,,
White Silky Oak,Proteaceae,,
River red gum,Myrtaceae,,
Elm,Ulmaceae,78,Mature
Sweet Bursaria,Pittosporaceae,,
London Plane,Platanaceae,44,Mature
Drooping sheoak,Casuarinaceae,,
Brush Box,Myrtaceae,39,Mature
Freeman Maple,Sapindaceae,10,Juvenile
Wilga,Rutaceae,,
Yellow Gum,Myrtaceae,,
Australian Frangipani,Pittosporaceae,,
River red gum,Myrtaceae,,
Spotted Gum,Myrtaceae,,
River red gum,Myrtaceae,,
Alexander palm,Arecaceae,,
Chinese Elm,Ulmaceae,,
Lightwood Wattle,Fabaceae,,
Yellow Gum,Myrtaceae,37,Semi-Mature
River red gum,Myrtaceae,,
Sugar gum,Myrtaceae,,
Variegated Elm,Ulmaceae,28,Semi-Mature
Manna Gum,Myrtaceae,,
Red Box,Myrtaceae,15,Semi-Mature
UNKNOWN,UNKNOWN,,
Gum,Myrtaceae,,
Swamp or Bald Cypress,Cupressaceae,,
Red Oak,Fagaceae,,
Yellow Box,Myrtaceae,,
Tulip Tree,Magnoliaceae,,
Peppercorn Tree,Anacardiaceae,,
River red gum,Myrtaceae,,
Unknown,Myrtaceae,,
Himalayan Birch,Betulaceae,,
Norfolk Island Pine,Araucariaceae,,
Kanooka,Myrtaceae,13,Semi-Mature
Yellow Gum,Myrtaceae,,
River red gum,Myrtaceae,,
Hill¿s Weeping Fig,Moraceae,,
Yellow Gum,Myrtaceae,,
Yellow Gum,Myrtaceae,,
`Rosea¿ Red Ironbark,Myrtaceae,,
Red Box,Myrtaceae,,
Cape Chestnut,Rutaceae,,
Forest Red Gum,Myrtaceae,,
River red gum,Myrtaceae,,
English Elm,Ulmaceae,,
Coastal Banksia,Proteaceae,,
Weaping Myall,Fabaceae,,
Freeman Maple,Sapindaceae,4,New
European nettle tree,Cannabaceae,,
River red gum,Myrtaceae,,
Chinaberry Tree,Meliaceae,,
Golden Honeylocust,Fabaceae,,
Bangalow Palm,Arecaceae,,
Unknown,Myrtaceae,,
River red gum,Myrtaceae,,
Manuka,Myrtaceae,,
Wattle,Fabaceae,,
Yellow Box,Myrtaceae,,
Manuka,Myrtaceae,,
Golden Honeylocust,Fabaceae,36,Mature
River red gum,Myrtaceae,,
Algerian Oak,Fagaceae,,
Liquidamber or Sweet Gum,Altingiaceae,,
Manna Gum,Myrtaceae,,
Varnish Wattle,Fabaceae,,
Chinaberry Tree,Meliaceae,5,Juvenile
Brush Box,Myrtaceae,38,Mature
Golden Wattle,Fabaceae,,
Elm,Ulmaceae,63,Mature
English Elm,Ulmaceae,6,Juvenile
Elm,Ulmaceae,24,Semi-Mature
River red gum,Myrtaceae,,
Lemon Scented Gum,Myrtaceae,,
London Plane,Platanaceae,27,Semi-Mature
Yellow Box,Myrtaceae,,
Gum,Myrtaceae,,
Spotted Gum,Myrtaceae,39,Mature
Silver Wattle,Fabaceae,,
Faber's maple,Sapindaceae,,
Black Wattle,Fabaceae,,
Blueberry ash,Elaeocarpaceae,,
London Plane,Platanaceae,53,Mature
River red gum,Myrtaceae,44,Semi-Mature
Manna Gum,Myrtaceae,,
Swamp Paperbark,Myrtaceae,,
Tulipwood,Sapindaceae,,
Yellow Box,Myrtaceae,,
Rose sheoak,Casuarinaceae,,
Pin Oak,Fagaceae,57,Mature
River red gum,Myrtaceae,11,Juvenile
Silver Banksia,Proteaceae,,
Black Wattle,Fabaceae,,
Gum,Myrtaceae,,
English Elm,Ulmaceae,89,Mature
Small-leaved Linden,Malvaceae,,
Huntingdon Elm,Ulmaceae,,
Yellow Box,Myrtaceae,,
Yellow Box,Myrtaceae,,
Southern Magnolia,Magnoliaceae,,
English Elm,Ulmaceae,20,Semi-Mature
Red Oak,Fagaceae,24,Semi-Mature
Golden Wattle,Fabaceae,,
Peppercorn Tree,Anacardiaceae,10,Semi-Mature
tba,Rosaceae,,
Snow-in-Summer,Myrtaceae,,
Ironbark,Myrtaceae,,
Weeping Myrtle,Myrtaceae,22,Semi-Mature
Elm,Ulmaceae,99,Mature
Drooping sheoak,Casuarinaceae,15,Semi-Mature
English Elm,Ulmaceae,6,Juvenile
Lightwood Wattle,Fabaceae,,
Chinese Elm,Ulmaceae,21,Semi-Mature
Drooping sheoak,Casuarinaceae,,
Prickly Paperbark,Myrtaceae,30,Semi-Mature
Silky Oak,Proteaceae,,
Spotted Gum,Myrtaceae,,
Sweet Bursaria,Pittosporaceae,,
Boobialla,Scrophulariaceae,,
Spotted Gum,Myrtaceae,,
Brush Box,Myrtaceae,45,Mature
Southern Magnolia,Magnoliaceae,,
Spotted Gum,Myrtaceae,47,Mature
Spotted Gum,Myrtaceae,,
Freeman Maple,Sapindaceae,,
Yellow Gum,Myrtaceae,,
Maidenhair Tree,Ginkgoaceae,,
Silver Wattle,Fabaceae,,
Unknown,Myrtaceae,,
Coastal Banksia,Proteaceae,,
River red gum,Myrtaceae,,
Hill¿s Weeping Fig,Moraceae,,
Black She Oak,Casuarinaceae,,
Drooping sheoak,Casuarinaceae,,
Yellow Box,Myrtaceae,,
Spotted Gum,Myrtaceae,17,Juvenile
Weeping Bottlebrush,Myrtaceae,,
Weeping Bottlebrush,Myrtaceae,,
Gum,Myrtaceae,,
Wych Elm,Ulmaceae,,
Moreton Bay Fig,Moraceae,129,Mature
River red gum,Myrtaceae,,
Spotted Gum,Myrtaceae,33,Semi-Mature
Hill¿s Weeping Fig,Moraceae,,
River red gum,Myrtaceae,,
Silky Oak,Proteaceae,102,Mature
Sweet Pittosporum,Pittosporaceae,16,Semi-Mature
